,0
215,"Meantime the radiant sun to mortal sight Descending swift, roll’d down the rapid light: Then to their starry domes the gods depart, The shining monuments of Vulcan’s art: Jove on his couch reclined his awful head, And Juno slumber’d on the golden bed."
216,[Illustration: ] JUPITER   [Illustration: ] THE APOTHEOSIS OF HOMER     BOOK II.
217,ARGUMENT.
218,"THE TRIAL OF THE ARMY, AND CATALOGUE OF THE FORCES."
219,"Jupiter, in pursuance of the request of Thetis, sends a deceitful vision to Agamemnon, persuading him to lead the army to battle, in order to make the Greeks sensible of their want of Achilles."
220,"The general, who is deluded with the hopes of taking Troy without his assistance, but fears the army was discouraged by his absence, and the late plague, as well as by the length of time, contrives to make trial of their disposition by a stratagem."
221,"He first communicates his design to the princes in council, that he would propose a return to the soldiers, and that they should put a stop to them if the proposal was embraced."
222,"Then he assembles the whole host, and upon moving for a return to Greece, they unanimously agree to it, and run to prepare the ships."
223,"They are detained by the management of Ulysses, who chastises the insolence of Thersites."
224,"The assembly is recalled, several speeches made on the occasion, and at length the advice of Nestor followed, which was to make a general muster of the troops, and to divide them into their several nations, before they proceeded to battle."
225,"This gives occasion to the poet to enumerate all the forces of the Greeks and Trojans, and in a large catalogue."
226,The time employed in this book consists not entirely of one day.
227,"The scene lies in the Grecian camp, and upon the sea-shore; towards     the end it removes to Troy."
228,"Now pleasing sleep had seal’d each mortal eye, Stretch’d in the tents the Grecian leaders lie: The immortals slumber’d on their thrones above; All, but the ever-wakeful eyes of Jove."
229,"[76] To honour Thetis’ son he bends his care, And plunge the Greeks in all the woes of war: Then bids an empty phantom rise to sight, And thus commands the vision of the night."
230,"“Fly hence, deluding Dream!"
231,"and light as air,[77] To Agamemnon’s ample tent repair."
232,"Bid him in arms draw forth the embattled train, Lead all his Grecians to the dusty plain."
233,"Declare, e’en now ’tis given him to destroy The lofty towers of wide-extended Troy."
234,"For now no more the gods with fate contend, At Juno’s suit the heavenly factions end."
235,"Destruction hangs o’er yon devoted wall, And nodding Ilion waits the impending fall.”  Swift as the word the vain illusion fled, Descends, and hovers o’er Atrides’ head; Clothed in the figure of the Pylian sage, Renown’d for wisdom, and revered for age: Around his temples spreads his golden wing, And thus the flattering dream deceives the king."
236,"[Illustration: ] JUPITER SENDING THE EVIL DREAM TO AGAMEMNON   “Canst thou, with all a monarch’s cares oppress’d, O Atreus’ son!"
237,canst thou indulge thy rest?
238,"[78] Ill fits a chief who mighty nations guides, Directs in council, and in war presides, To whom its safety a whole people owes, To waste long nights in indolent repose."
239,"[79] Monarch, awake!"
240,"’tis Jove’s command I bear; Thou, and thy glory, claim his heavenly care."
241,"In just array draw forth the embattled train, Lead all thy Grecians to the dusty plain; E’en now, O king!"
242,’tis given thee to destroy The lofty towers of wide-extended Troy.
243,"For now no more the gods with fate contend, At Juno’s suit the heavenly factions end."
244,"Destruction hangs o’er yon devoted wall, And nodding Ilion waits the impending fall."
245,"Awake, but waking this advice approve, And trust the vision that descends from Jove.”  The phantom said; then vanish’d from his sight, Resolves to air, and mixes with the night."
246,"A thousand schemes the monarch’s mind employ; Elate in thought he sacks untaken Troy: Vain as he was, and to the future blind, Nor saw what Jove and secret fate design’d, What mighty toils to either host remain, What scenes of grief, and numbers of the slain!"
247,"Eager he rises, and in fancy hears The voice celestial murmuring in his ears."
248,"First on his limbs a slender vest he drew, Around him next the regal mantle threw, The embroider’d sandals on his feet were tied; The starry falchion glitter’d at his side; And last, his arm the massy sceptre loads, Unstain’d, immortal, and the gift of gods."
249,"Now rosy Morn ascends the court of Jove, Lifts up her light, and opens day above."
250,The king despatch’d his heralds with commands To range the camp and summon all the bands: The gathering hosts the monarch’s word obey; While to the fleet Atrides bends his way.
251,"In his black ship the Pylian prince he found; There calls a senate of the peers around: The assembly placed, the king of men express’d The counsels labouring in his artful breast."
252,“Friends and confederates!
253,"with attentive ear Receive my words, and credit what you hear."
254,"Late as I slumber’d in the shades of night, A dream divine appear’d before my sight; Whose visionary form like Nestor came, The same in habit, and in mien the same."
255,"[80] The heavenly phantom hover’d o’er my head, ‘And, dost thou sleep, O Atreus’ son?"
256,"(he said) Ill fits a chief who mighty nations guides, Directs in council, and in war presides; To whom its safety a whole people owes, To waste long nights in indolent repose."
257,"Monarch, awake!"
258,"’tis Jove’s command I bear, Thou and thy glory claim his heavenly care."
259,"In just array draw forth the embattled train, And lead the Grecians to the dusty plain; E’en now, O king!"
260,’tis given thee to destroy The lofty towers of wide-extended Troy.
261,"For now no more the gods with fate contend, At Juno’s suit the heavenly factions end."
262,"Destruction hangs o’er yon devoted wall, And nodding Ilion waits the impending fall."
263,"This hear observant, and the gods obey!’ The vision spoke, and pass’d in air away."
264,"Now, valiant chiefs!"
265,"since heaven itself alarms, Unite, and rouse the sons of Greece to arms."
266,"But first, with caution, try what yet they dare, Worn with nine years of unsuccessful war."
267,"To move the troops to measure back the main, Be mine; and yours the province to detain.”  He spoke, and sat: when Nestor, rising said, (Nestor, whom Pylos’ sandy realms obey’d,) “Princes of Greece, your faithful ears incline, Nor doubt the vision of the powers divine; Sent by great Jove to him who rules the host, Forbid it, heaven!"
268,this warning should be lost!
269,"Then let us haste, obey the god’s alarms, And join to rouse the sons of Greece to arms.”  Thus spoke the sage: the kings without delay Dissolve the council, and their chief obey: The sceptred rulers lead; the following host, Pour’d forth by thousands, darkens all the coast."
270,"As from some rocky cleft the shepherd sees Clustering in heaps on heaps the driving bees, Rolling and blackening, swarms succeeding swarms, With deeper murmurs and more hoarse alarms; Dusky they spread, a close embodied crowd, And o’er the vale descends the living cloud."
271,"[81] So, from the tents and ships, a lengthen’d train Spreads all the beach, and wide o’ershades the plain: Along the region runs a deafening sound; Beneath their footsteps groans the trembling ground."
272,"Fame flies before the messenger of Jove, And shining soars, and claps her wings above."
273,"Nine sacred heralds now, proclaiming loud[82] The monarch’s will, suspend the listening crowd."
274,"Soon as the throngs in order ranged appear, And fainter murmurs died upon the ear, The king of kings his awful figure raised: High in his hand the golden sceptre blazed; The golden sceptre, of celestial flame, By Vulcan form’d, from Jove to Hermes came."
275,"To Pelops he the immortal gift resign’d; The immortal gift great Pelops left behind, In Atreus’ hand, which not with Atreus ends, To rich Thyestes next the prize descends; And now the mark of Agamemnon’s reign, Subjects all Argos, and controls the main."
276,"[83]  On this bright sceptre now the king reclined, And artful thus pronounced the speech design’d: “Ye sons of Mars, partake your leader’s care, Heroes of Greece, and brothers of the war!"
